fixture,opponent_team,was_home,kickoff_time,team_h_score,team_a_score,round,opponent_team_name,total_points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,transfers_balance,selected,transfers_in,transfers_out,ict_index,avg_value,team_id,team,players_used,players_played
103,20,True,2025-11-08T20:00:00Z,3,0,11,Wolves,81,985,3,3,11,0,0,0,0,1,0,0,7,326,254.40000000000003,239.4,228.0,22,42,9,54,11,3.33,2.7600000000000002,6.09,1.87,1285643,21111412,1860870,575227,72.2,53.1,7,Chelsea,34,16
114,3,False,2025-11-22T12:30:00Z,0,2,12,Burnley,67,988,2,2,10,0,0,0,0,3,0,2,6,266,245.8,171.5,166.0,34,55,15,73,11,1.71,1.1,2.81,4.84,472369,21670494,1260407,788038,58.3,53.1,7,Chelsea,34,14
123,1,True,2025-11-30T16:30:00Z,1,1,13,Arsenal,33,936,1,1,0,11,0,0,0,1,1,3,4,113,167.0,135.5,123.0,37,39,12,60,11,0.8099999999999999,0.5700000000000001,1.3800000000000001,12.73,-977951,20106331,575645,1553596,42.6,53.1,7,Chelsea,34,13
136,11,False,2025-12-03T20:15:00Z,3,1,14,Leeds,29,987,1,1,0,33,0,0,0,1,0,2,0,127,226.2,198.8,141.0,40,42,16,71,11,0.96,1.82,2.7800000000000002,30.67,-132556,20612442,1058382,1190938,56.6,53.1,7,Chelsea,34,16
142,4,False,2025-12-06T15:00:00Z,0,0,15,Bournemouth,61,987,0,0,9,0,0,0,0,2,0,5,8,240,191.39999999999998,162.20000000000002,96.0,38,56,17,77,11,0.9200000000000002,0.76,1.6800000000000002,15.61,-1034887,19468917,587887,1622774,45.0,53.1,7,Chelsea,34,14
154,9,True,2025-12-13T15:00:00Z,2,0,16,Everton,77,987,2,2,10,0,0,0,0,1,0,2,6,278,281.6,179.2,139.0,47,52,15,84,11,2.1900000000000004,1.12,3.3099999999999996,11.34,-258721,19482296,1929399,2188120,60.0,53.1,7,Chelsea,34,14
168,15,False,2025-12-20T12:30:00Z,2,2,17,Newcastle,33,989,2,2,0,22,0,0,0,6,0,3,1,153,209.39999999999998,154.9,124.0,37,52,11,74,11,1.2200000000000002,0.46,1.68,25.4,-4972,19396808,1163622,1168594,48.8,53.1,7,Chelsea,34,13
174,2,True,2025-12-27T17:30:00Z,1,2,18,Aston Villa,33,986,1,1,0,22,0,0,0,5,0,6,3,181,213.0,168.29999999999998,161.0,17,58,26,70,11,2.14,1.1300000000000001,3.2699999999999996,13.09,-359531,18934153,628978,988509,54.2,53.1,7,Chelsea,34,15
184,4,True,2025-12-30T19:30:00Z,2,2,19,Bournemouth,40,989,2,2,0,22,0,0,0,1,0,4,2,188,289.8,221.1,179.0,41,51,17,78,11,2.3,1.77,4.07,34.540000000000006,-131079,19181206,657690,788769,69.0,53.1,7,Chelsea,34,16
197,13,False,2026-01-04T17:30:00Z,1,1,20,Man City,33,988,1,0,0,11,0,0,0,3,0,2,3,122,183.79999999999998,81.5,133.0,42,48,20,78,11,1.7399999999999998,0.5800000000000001,2.3200000000000003,10.88,-1029417,18002966,267062,1296479,39.8,52.7,7,Chelsea,35,14
207,10,False,2026-01-07T19:30:00Z,2,1,21,Fulham,27,917,1,1,0,22,0,0,0,3,1,3,1,135,218.0,160.89999999999998,158.0,45,46,13,76,11,2.52,0.8500000000000001,3.3700000000000006,12.17,-270820,17837182,569719,840539,53.7,52.6,7,Chelsea,35,15
213,5,True,2026-01-17T15:00:00Z,2,0,22,Brentford,73,985,2,2,9,0,0,0,0,3,0,6,6,281,282.8,87.7,60.0,58,51,17,101,11,1.5899999999999999,0.33,1.92,16.689999999999998,-362521,17504371,719779,1082300,43.0,52.5,7,Chelsea,35,16
225,8,False,2026-01-25T14:00:00Z,1,3,23,Crystal Palace,67,985,3,2,5,11,0,0,0,2,0,5,6,251,338.80000000000007,92.6,119.0,63,39,15,91,11,2.1999999999999997,0.5,2.7,19.470000000000002,829708,18406661,1213736,384028,55.0,52.2,7,Chelsea,36,16
233,19,True,2026-01-31T17:30:00Z,3,2,24,West Ham,50,988,3,3,0,22,0,0,0,3,0,4,5,227,310.4,178.3,198.0,34,49,14,70,11,3.2500000000000004,1.52,4.77,12.32,2413379,20933309,3025945,612566,68.7,52.3,7,Chelsea,36,16
250,20,False,2026-02-07T15:00:00Z,1,3,25,Wolves,57,986,3,3,0,11,0,0,0,1,0,2,4,250,320.2,187.5,166.0,42,47,21,86,11,3.43,1.3,4.72,11.66,1454116,22442788,2082002,627886,67.4,52.4,7,Chelsea,36,15
253,11,True,2026-02-10T19:30:00Z,2,2,26,Leeds,38,987,2,2,1,22,0,0,0,4,0,0,4,162,219.60000000000002,274.5,155.0,31,36,14,60,11,3.13,2.6499999999999995,5.78,15.84,220845,22632977,1080844,859999,64.9,52.4,7,Chelsea,36,15
263,3,True,2026-02-21T15:00:00Z,1,1,27,Burnley,43,966,1,1,5,11,0,0,0,2,1,3,3,192,174.0,156.39999999999998,111.0,24,44,13,55,11,2.0,1.35,3.3499999999999996,8.75,430453,23099811,1337648,907195,44.1,52.5,7,Chelsea,36,16
271,1,False,2026-03-01T16:30:00Z,2,1,28,Arsenal,24,965,0,1,0,22,0,0,0,3,1,3,2,95,33.0,17.5,12.0,37,44,20,70,11,1.05,0.79,1.84,12.329999999999998,-1777513,21226306,278201,2055714,6.2,52.4,7,Chelsea,36,16
281,2,False,2026-03-04T19:30:00Z,1,4,29,Aston Villa,61,985,4,4,0,11,0,0,0,2,0,3,6,300,353.19999999999993,182.50000000000003,233.0,25,43,15,61,11,3.59,2.27,5.86,8.58,-739717,20560420,334176,1073893,76.9,52.3,7,Chelsea,36,16
294,15,True,2026-03-14T17:30:00Z,0,1,30,Newcastle,25,988,0,0,0,11,0,0,0,2,0,4,0,153,167.6,305.8,137.0,32,37,11,59,11,1.3900000000000001,1.34,2.7299999999999995,15.51,273300,20912791,848605,575305,61.0,52.2,7,Chelsea,36,14
304,9,False,2026-03-21T17:30:00Z,3,0,31,Everton,22,986,0,0,0,33,0,0,0,2,0,5,0,109,175.4,154.79999999999998,144.0,31,48,15,69,11,0.93,0.73,1.6600000000000001,12.93,-196634,21103543,537985,734619,47.4,52.2,7,Chelsea,36,16
314,13,True,2026-04-12T15:30:00Z,0,3,32,Man City,24,986,0,0,0,33,0,0,0,3,0,5,0,94,184.6,140.5,102.0,32,46,21,78,11,1.1300000000000001,0.8500000000000001,1.98,25.19,-1095827,19645870,716058,1811885,42.7,52.2,7,Chelsea,36,16
323,14,True,2026-04-18T19:00:00Z,0,1,33,Man Utd,45,1975,0,0,0,44,0,0,0,2,0,5,0,246,282.0,334.2,200.0,63,86,17,114,22,1.9300000000000002,1.9899999999999998,3.92,26.700000000000003,882214,42094320,2104250,1222036,81.6,51.9,7,Chelsea,74,30
345,16,True,2026-05-04T14:00:00Z,1,3,35,Nott'm Forest,24,989,1,1,0,33,0,0,1,3,0,1,2,116,181.99999999999997,274.19999999999993,192.0,16,49,14,51,11,2.16,0.9500000000000001,3.1100000000000003,22.549999999999997,-600181,17673371,170057,770238,64.8,51.9,7,Chelsea,37,15
355,12,False,2026-05-09T11:30:00Z,1,1,36,Liverpool,33,989,1,1,0,11,0,0,0,4,0,2,2,153,164.8,88.9,87.0,25,40,20,54,11,0.49,0.41000000000000003,0.9000000000000001,6.15,-1094366,16558422,113210,1207576,34.1,51.4,7,Chelsea,39,12
365,18,True,2026-05-19T19:15:00Z,2,1,37,Spurs,45,985,2,2,0,11,0,0,0,4,0,2,6,199,218.8,94.1,75.0,23,47,20,68,11,0.62,0.65,1.27,18.92,-191799,16417966,208933,400732,38.8,51.2,7,Chelsea,40,16
378,17,False,2026-05-24T15:00:00Z,2,1,38,Sunderland,25,957,1,1,0,22,1,0,0,3,1,5,3,101,194.40000000000003,103.0,72.0,39,45,7,60,11,0.8799999999999999,0.98,1.86,19.96,-140607,16301894,451377,591984,36.9,51.2,7,Chelsea,40,15
