matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2367547,1,2023-08-14 20:00:00,"Old Trafford, Manchester",73358.0,Away,Wolves,Man Utd,0,1,L,0,0,0,0,,23.0,6.0,7.0,10.0,,,1.0,,1.0,1.0,,,19.0,12.0,35.0,41.0,439.0,355.0,49.0,48.0,23.0,10.0,18.0,19.0,19.0,7.0,9.0,,,11.0,9.0,145.0,2.0,1.0,,,,76.0,46.0,17.0,7.0,7.0,7.0,3.0,10.0,14.0,0.0,0.0,,,3.0
2367557,2,2023-08-19 15:00:00,"Molineux Stadium, Wolverhampton",31317.0,Home,Wolves,Brighton,1,4,L,0,1,1,0,1.0,16.0,5.0,6.0,5.0,,,3.0,,4.0,2.0,,1.0,12.0,8.0,24.0,50.0,462.0,389.0,46.4,33.0,20.0,15.0,6.0,6.0,6.0,5.0,3.0,,,13.0,17.0,137.0,4.0,4.0,,,,59.0,57.0,5.0,5.0,5.0,5.0,2.0,14.0,10.0,0.0,0.0,,,4.0
2367564,3,2023-08-26 15:00:00,"Goodison Park, Liverpool",38851.0,Away,Wolves,Everton,1,0,W,0,0,0,0,1.0,11.0,2.0,5.0,4.0,,,2.0,1.0,1.0,,,1.0,8.0,4.0,19.0,51.0,472.0,396.0,53.2,12.0,18.0,10.0,5.0,20.0,20.0,3.0,2.0,,,6.0,13.0,133.0,7.0,,,1.0,,42.0,60.0,10.0,14.0,,,1.0,14.0,10.0,0.0,0.0,,,1.0
2367573,4,2023-09-03 14:00:00,"Selhurst Park, London",24741.0,Away,Wolves,Crystal Palace,2,3,L,0,0,0,0,2.0,12.0,4.0,6.0,2.0,,,2.0,1.0,1.0,,,2.0,10.0,5.0,35.0,52.0,519.0,434.0,57.1,20.0,26.0,18.0,8.0,15.0,15.0,7.0,2.0,1.0,,5.0,14.0,141.0,7.0,3.0,,,,58.0,51.0,13.0,12.0,2.0,2.0,2.0,12.0,10.0,0.0,0.0,,,2.0
2367587,5,2023-09-16 12:30:00,"Molineux Stadium, Wolverhampton",31257.0,Home,Wolves,Liverpool,1,3,L,1,0,0,0,1.0,11.0,2.0,7.0,2.0,,,,,,,,1.0,8.0,3.0,20.0,43.0,367.0,296.0,34.2,30.0,22.0,15.0,13.0,24.0,24.0,9.0,4.0,,,7.0,9.0,129.0,3.0,3.0,,,1.0,51.0,51.0,7.0,11.0,4.0,4.0,,10.0,4.0,0.0,0.0,,,1.0
2367595,6,2023-09-23 15:00:00,"Kenilworth Road, Luton",10893.0,Away,Wolves,Luton,1,1,D,0,0,1,0,1.0,3.0,3.0,,,,,,,1.0,,,,1.0,1.0,11.0,47.0,359.0,263.0,43.6,7.0,14.0,5.0,4.0,33.0,33.0,10.0,8.0,1.0,,8.0,11.0,151.0,3.0,1.0,,,,55.0,63.0,21.0,19.0,1.0,1.0,2.0,17.0,12.0,0.0,0.0,,,1.0
2367607,7,2023-09-30 15:00:00,"Molineux Stadium, Wolverhampton",31415.0,Home,Wolves,Man City,2,1,W,1,0,0,0,2.0,3.0,1.0,,2.0,,,1.0,1.0,,,,1.0,2.0,2.0,11.0,35.0,282.0,215.0,31.9,6.0,12.0,7.0,10.0,28.0,28.0,13.0,10.0,,,12.0,8.0,103.0,7.0,1.0,,,,38.0,47.0,5.0,2.0,,,,18.0,12.0,0.0,0.0,,,2.0
2367617,8,2023-10-08 14:00:00,"Molineux Stadium, Wolverhampton",,Home,Wolves,Aston Villa,1,1,D,0,0,1,0,1.0,8.0,3.0,3.0,2.0,,,3.0,1.0,2.0,,,1.0,7.0,4.0,14.0,45.0,358.0,283.0,46.3,13.0,13.0,7.0,5.0,23.0,23.0,4.0,6.0,,,,3.0,112.0,3.0,1.0,,,,40.0,32.0,10.0,6.0,2.0,2.0,,19.0,8.0,0.0,0.0,,,3.0
2367618,9,2023-10-21 15:00:00,"Vitality Stadium, Bournemouth",11175.0,Away,Wolves,Bournemouth,2,1,W,0,1,0,1,2.0,21.0,7.0,8.0,6.0,,,2.0,1.0,3.0,1.0,,2.0,18.0,12.0,43.0,55.0,598.0,511.0,66.3,45.0,26.0,15.0,12.0,15.0,15.0,8.0,2.0,,,8.0,12.0,138.0,3.0,1.0,,,,71.0,43.0,21.0,9.0,12.0,12.0,1.0,10.0,15.0,0.0,0.0,,,1.0
2367637,10,2023-10-28 17:30:00,"Molineux Stadium, Wolverhampton",31584.0,Home,Wolves,Newcastle,2,2,D,1,2,0,0,2.0,11.0,6.0,2.0,3.0,,,,,,,,2.0,6.0,5.0,27.0,44.0,393.0,321.0,43.2,27.0,28.0,20.0,12.0,21.0,21.0,7.0,6.0,,1.0,11.0,9.0,124.0,2.0,2.0,,,,74.0,43.0,9.0,4.0,8.0,8.0,1.0,13.0,15.0,0.0,0.0,,,2.0
2367646,11,2023-11-04 15:00:00,"Bramall Lane, Sheffield",29454.0,Away,Wolves,Sheff Utd,1,2,L,0,0,0,0,1.0,10.0,3.0,5.0,2.0,,,2.0,,2.0,,,1.0,8.0,4.0,19.0,34.0,501.0,407.0,61.9,19.0,13.0,7.0,6.0,25.0,25.0,5.0,2.0,,,2.0,11.0,147.0,,2.0,,,,57.0,44.0,25.0,11.0,4.0,4.0,,10.0,11.0,0.0,0.0,,,3.0
2367657,12,2023-11-11 12:30:00,"Molineux Stadium, Wolverhampton",31642.0,Home,Wolves,Spurs,2,1,W,0,1,0,0,2.0,17.0,4.0,6.0,7.0,,,3.0,2.0,2.0,,,2.0,11.0,8.0,36.0,45.0,430.0,364.0,41.5,22.0,23.0,13.0,10.0,10.0,10.0,14.0,2.0,,,9.0,9.0,125.0,1.0,1.0,,,,69.0,56.0,10.0,9.0,11.0,11.0,2.0,19.0,15.0,0.0,0.0,,,4.0
2367661,13,2023-11-27 20:00:00,"Craven Cottage, London",24366.0,Away,Wolves,Fulham,2,3,L,1,1,0,0,2.0,10.0,6.0,4.0,,,,1.0,2.0,,1.0,,1.0,8.0,4.0,15.0,41.0,432.0,325.0,40.2,25.0,11.0,6.0,4.0,22.0,22.0,16.0,3.0,,,4.0,9.0,144.0,3.0,3.0,,,,34.0,45.0,6.0,11.0,2.0,2.0,1.0,13.0,12.0,0.0,0.0,1.0,1.0,1.0
2367669,14,2023-12-02 15:00:00,"Emirates Stadium, London",60262.0,Away,Wolves,Arsenal,1,2,L,0,2,0,0,1.0,6.0,3.0,3.0,,,,2.0,,2.0,,,1.0,4.0,2.0,16.0,46.0,478.0,382.0,43.3,14.0,18.0,10.0,8.0,18.0,18.0,10.0,5.0,2.0,,3.0,10.0,134.0,4.0,2.0,,,,47.0,37.0,11.0,9.0,,,1.0,10.0,9.0,0.0,0.0,,,
2367686,15,2023-12-05 19:30:00,"Molineux Stadium, Wolverhampton",30439.0,Home,Wolves,Burnley,1,0,W,1,0,0,0,1.0,7.0,4.0,3.0,,,,2.0,1.0,1.0,,,1.0,6.0,3.0,19.0,37.0,467.0,370.0,51.1,15.0,17.0,12.0,5.0,27.0,27.0,9.0,4.0,1.0,,5.0,6.0,149.0,3.0,,,1.0,,58.0,49.0,19.0,15.0,5.0,6.0,2.0,11.0,15.0,0.0,0.0,,,2.0
2367697,16,2023-12-09 15:00:00,"Molineux Stadium, Wolverhampton",31543.0,Home,Wolves,Nott'm Forest,1,1,D,1,1,0,0,1.0,10.0,4.0,4.0,2.0,,,1.0,1.0,,,,1.0,7.0,4.0,30.0,76.0,655.0,555.0,68.1,15.0,9.0,4.0,7.0,14.0,14.0,5.0,2.0,1.0,,6.0,14.0,162.0,1.0,1.0,,,,44.0,59.0,13.0,23.0,4.0,4.0,1.0,9.0,11.0,0.0,0.0,,,3.0
2367707,17,2023-12-17 14:00:00,"London Stadium, London",62455.0,Away,Wolves,West Ham,0,3,L,0,2,0,0,,14.0,3.0,4.0,7.0,,,,,,,,,12.0,9.0,37.0,48.0,541.0,456.0,55.8,27.0,25.0,13.0,2.0,22.0,22.0,16.0,4.0,,,12.0,12.0,141.0,1.0,3.0,,,,59.0,66.0,16.0,21.0,5.0,6.0,1.0,15.0,11.0,0.0,0.0,,,2.0
