matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2561901,1,2025-08-16 17:30:00,"Molineux Stadium, Wolverhampton",31118,Home,Wolves,Man City,0,4,L,0,2,0,0,0.0,9.0,3.0,3.0,3.0,0.5589,0.7363,,,,,0.325252,,7.0,5.0,26.0,46.0,394.0,326.0,41.6,19.0,25.0,17.0,6.0,20.0,20.0,7.0,4.0,,1.0,14.0,14.0,120.0,,4.0,2.2679,,0.0,42.0,55.0,5.0,10.0,4.0,4.0,1.0,13.0,7.0,0.0,0.0,,0.0,4.0,107384.53
2561905,2,2025-08-23 15:00:00,"Vitality Stadium, Bournemouth",11070,Away,Wolves,Bournemouth,0,1,L,0,1,1,0,0.0,6.0,1.0,3.0,2.0,0.4647,0.2372,,,,,0.37244,,4.0,2.0,26.0,61.0,307.0,225.0,41.2,14.0,21.0,14.0,9.0,30.0,30.0,7.0,5.0,,1.0,10.0,9.0,126.0,3.0,1.0,0.9297,,0.0,64.0,45.0,25.0,8.0,3.0,3.0,,16.0,13.0,0.0,0.0,,0.0,2.0,100768.82
2561924,3,2025-08-30 15:00:00,"Molineux Stadium, Wolverhampton",30271,Home,Wolves,Everton,2,3,L,1,2,0,0,2.0,12.0,4.0,3.0,5.0,1.1065,1.1555,2.0,2.0,,,0.479173,2.0,9.0,8.0,31.0,67.0,524.0,421.0,58.5,22.0,23.0,13.0,10.0,19.0,19.0,6.0,4.0,2.0,,8.0,8.0,152.0,1.0,3.0,2.5781,,0.0,47.0,63.0,12.0,24.0,2.0,2.0,,15.0,9.0,0.0,0.0,,0.0,2.0,110706.16
2561933,4,2025-09-13 15:00:00,"St. James' Park, Newcastle",52145,Away,Wolves,Newcastle,0,1,L,0,1,0,0,0.0,8.0,3.0,3.0,2.0,0.5033,0.366,,,,,0.577025,,5.0,2.0,21.0,45.0,343.0,259.0,43.3,22.0,16.0,8.0,14.0,34.0,34.0,6.0,5.0,,,5.0,3.0,132.0,3.0,1.0,1.7517,,0.0,46.0,53.0,13.0,22.0,4.0,4.0,,17.0,9.0,0.0,0.0,,0.0,,105816.31
2561944,5,2025-09-20 15:00:00,"Molineux Stadium, Wolverhampton",30807,Home,Wolves,Leeds,1,3,L,1,3,0,0,1.0,16.0,6.0,6.0,4.0,1.7837,1.3063,1.0,1.0,2.0,,1.34532,1.0,14.0,9.0,51.0,83.0,507.0,425.0,55.9,39.0,28.0,14.0,3.0,16.0,16.0,6.0,,1.0,1.0,8.0,12.0,143.0,1.0,3.0,1.5445,,0.0,75.0,57.0,29.0,18.0,4.0,4.0,1.0,11.0,9.0,0.0,0.0,,0.0,,110836.85
2561954,6,2025-09-27 20:00:00,"Tottenham Hotspur Stadium, London",60537,Away,Wolves,Spurs,1,1,D,0,0,0,0,1.0,9.0,3.0,5.0,1.0,1.1513,1.4349,1.0,1.0,1.0,1.0,0.32157,,5.0,2.0,21.0,45.0,394.0,321.0,48.7,16.0,31.0,14.0,10.0,41.0,41.0,11.0,2.0,,,11.0,9.0,123.0,2.0,1.0,1.5021,,0.0,64.0,56.0,16.0,18.0,9.0,9.0,,11.0,9.0,0.0,0.0,,0.0,,107845.11
2561964,7,2025-10-05 14:00:00,"Molineux Stadium, Wolverhampton",29504,Home,Wolves,Brighton,1,1,D,1,0,0,0,1.0,6.0,3.0,3.0,,0.5557,0.668,1.0,,1.0,2.0,0.397255,,4.0,1.0,20.0,48.0,353.0,270.0,41.5,8.0,26.0,14.0,9.0,32.0,32.0,2.0,4.0,1.0,,8.0,11.0,134.0,5.0,1.0,1.4592,,0.0,56.0,52.0,15.0,12.0,2.0,2.0,2.0,13.0,9.0,0.0,0.0,,0.0,1.0,114527.71
2561972,8,2025-10-18 15:00:00,"Stadium of Light, Sunderland",46578,Away,Wolves,Sunderland,0,2,L,0,1,0,0,0.0,16.0,3.0,8.0,5.0,0.8269,0.2698,,,,,1.2701,,10.0,4.0,40.0,65.0,466.0,393.0,58.8,38.0,15.0,12.0,8.0,40.0,40.0,8.0,3.0,,,8.0,5.0,130.0,1.0,2.0,0.2218,,1.0,60.0,60.0,34.0,27.0,2.0,2.0,2.0,12.0,5.0,0.0,0.0,,0.0,2.0,109492.16
2561984,9,2025-10-26 14:00:00,"Molineux Stadium, Wolverhampton",29116,Home,Wolves,Burnley,2,3,L,2,2,0,0,2.0,15.0,7.0,6.0,2.0,2.2767,2.2963,1.0,2.0,1.0,1.0,1.37286,1.0,9.0,5.0,44.0,73.0,493.0,414.0,57.1,35.0,14.0,6.0,9.0,24.0,24.0,8.0,3.0,,1.0,3.0,11.0,153.0,4.0,3.0,1.8822,,0.0,49.0,52.0,21.0,18.0,4.0,5.0,,12.0,7.0,0.0,0.0,1.0,1.0,2.0,113899.45
2561988,10,2025-11-01 15:00:00,"Craven Cottage, London",26413,Away,Wolves,Fulham,0,3,L,0,1,1,0,0.0,5.0,2.0,2.0,1.0,0.24,0.0973,1.0,,1.0,,0.30831,,4.0,2.0,28.0,64.0,316.0,243.0,36.7,17.0,17.0,12.0,10.0,31.0,31.0,10.0,8.0,,,7.0,3.0,119.0,4.0,3.0,1.9238,,1.0,46.0,40.0,15.0,14.0,1.0,1.0,,14.0,13.0,0.0,0.0,,0.0,,103892.95
