matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,expectedGoals,expectedGoalsOnTarget,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,expectedAssists,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,expectedGoalsOnTargetConceded,cleanSheet,ownGoals,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside,totalDistance
2444477,1,2024-08-18 14:00:00,"Gtech Community Stadium, Brentford",16988,Home,Brentford,Crystal Palace,2,1,W,1,0,0,0,2.0,9.0,5.0,3.0,1.0,1.5903,3.1136,2.0,1.0,2.0,,0.56523,1.0,7.0,4.0,23.0,45.0,403.0,311.0,46.0,13.0,19.0,10.0,11.0,21.0,21.0,9.0,4.0,,,3.0,14.0,141.0,6.0,1.0,1.0152,,1.0,58.0,45.0,19.0,14.0,4.0,4.0,,6.0,15.0,0.0,0.0,,,1.0,
2444485,2,2024-08-25 16:30:00,"Anfield, Liverpool",60107,Away,Brentford,Liverpool,0,2,L,0,1,0,0,,8.0,2.0,3.0,3.0,,,2.0,,2.0,,,,5.0,4.0,17.0,36.0,364.0,298.0,37.9,10.0,10.0,6.0,5.0,16.0,16.0,4.0,7.0,,,8.0,4.0,111.0,6.0,2.0,,,,34.0,38.0,8.0,6.0,4.0,4.0,2.0,7.0,10.0,0.0,0.0,,,2.0,
2444491,3,2024-08-31 15:00:00,"Gtech Community Stadium, Brentford",16955,Home,Brentford,Southampton,3,1,W,1,0,0,0,3.0,20.0,7.0,7.0,6.0,,,3.0,3.0,3.0,1.0,,1.0,16.0,10.0,25.0,43.0,358.0,310.0,36.6,42.0,17.0,13.0,11.0,19.0,19.0,11.0,5.0,,,7.0,10.0,96.0,5.0,1.0,,,,39.0,35.0,9.0,3.0,2.0,2.0,1.0,10.0,7.0,0.0,0.0,,,1.0,109808.82
2444506,4,2024-09-14 15:00:00,"Etihad Stadium, Manchester",52148,Away,Brentford,Man City,1,2,L,1,2,0,0,1.0,8.0,5.0,2.0,1.0,,,,1.0,,1.0,,,6.0,5.0,20.0,36.0,468.0,398.0,46.2,20.0,20.0,15.0,9.0,22.0,22.0,9.0,4.0,,1.0,3.0,6.0,105.0,5.0,2.0,,,,42.0,24.0,11.0,6.0,3.0,3.0,2.0,3.0,8.0,0.0,0.0,,,1.0,110033.56
2444518,5,2024-09-21 15:00:00,"Tottenham Hotspur Stadium, London",61246,Away,Brentford,Spurs,1,3,L,1,2,0,0,1.0,6.0,6.0,,,,,2.0,,2.0,,,1.0,6.0,6.0,27.0,47.0,489.0,393.0,52.0,18.0,27.0,16.0,11.0,26.0,26.0,17.0,10.0,2.0,1.0,11.0,10.0,141.0,6.0,3.0,,,,53.0,50.0,7.0,13.0,4.0,4.0,,9.0,11.0,0.0,0.0,,,2.0,113582.12
2444522,6,2024-09-28 15:00:00,"Gtech Community Stadium, Brentford",17050,Home,Brentford,West Ham,1,1,D,1,0,0,0,1.0,8.0,3.0,2.0,3.0,,,1.0,,1.0,,,1.0,4.0,3.0,39.0,69.0,528.0,425.0,57.2,22.0,25.0,15.0,10.0,20.0,20.0,7.0,5.0,,,10.0,8.0,167.0,2.0,1.0,,,,53.0,46.0,18.0,17.0,7.0,7.0,1.0,2.0,8.0,0.0,0.0,,,1.0,112353.09
2444532,7,2024-10-05 15:00:00,"Gtech Community Stadium, Brentford",16960,Home,Brentford,Wolves,5,3,W,4,2,0,0,5.0,19.0,12.0,4.0,3.0,,,6.0,4.0,4.0,,,3.0,14.0,12.0,35.0,51.0,365.0,283.0,44.0,46.0,16.0,8.0,6.0,32.0,32.0,9.0,4.0,,,2.0,9.0,134.0,3.0,3.0,,,,52.0,48.0,22.0,20.0,10.0,10.0,,9.0,9.0,0.0,0.0,1.0,1.0,5.0,111684.73
2444544,8,2024-10-19 15:00:00,"Old Trafford, Manchester",73738,Away,Brentford,Man Utd,1,2,L,1,0,0,0,1.0,8.0,2.0,4.0,2.0,,,2.0,1.0,1.0,,,1.0,7.0,3.0,26.0,54.0,484.0,412.0,49.6,14.0,15.0,11.0,10.0,31.0,31.0,8.0,6.0,,,5.0,13.0,131.0,9.0,2.0,,,,49.0,57.0,18.0,23.0,2.0,2.0,,5.0,4.0,0.0,0.0,,,3.0,
2444552,9,2024-10-26 15:00:00,"Gtech Community Stadium, Brentford",17109,Home,Brentford,Ipswich,4,3,W,2,2,0,1,4.0,20.0,9.0,5.0,6.0,,,6.0,3.0,4.0,,,3.0,17.0,13.0,41.0,68.0,555.0,468.0,64.9,31.0,8.0,6.0,4.0,31.0,31.0,7.0,,2.0,,3.0,4.0,137.0,2.0,3.0,,,,48.0,37.0,26.0,14.0,4.0,5.0,,7.0,10.0,0.0,0.0,1.0,1.0,2.0,
2444561,10,2024-11-04 20:00:00,"Craven Cottage, London",24931,Away,Brentford,Fulham,1,2,L,1,0,0,0,1.0,5.0,2.0,1.0,2.0,,,1.0,,1.0,,,1.0,4.0,3.0,17.0,59.0,321.0,227.0,32.4,9.0,16.0,12.0,12.0,38.0,38.0,7.0,10.0,,,12.0,9.0,133.0,10.0,2.0,,,,49.0,53.0,23.0,17.0,3.0,3.0,,10.0,3.0,0.0,0.0,,,,
2444570,11,2024-11-09 15:00:00,"Gtech Community Stadium, Brentford",16993,Home,Brentford,Bournemouth,3,2,W,1,1,0,0,3.0,12.0,6.0,2.0,4.0,,,1.0,2.0,,,,2.0,9.0,7.0,41.0,47.0,413.0,313.0,51.5,29.0,11.0,6.0,6.0,41.0,41.0,5.0,7.0,,1.0,6.0,11.0,159.0,1.0,2.0,,,,67.0,48.0,37.0,18.0,6.0,6.0,2.0,8.0,15.0,0.0,0.0,,,,
2444583,12,2024-11-23 15:00:00,"Goodison Park, Liverpool",38915,Away,Brentford,Everton,0,0,D,0,0,1,0,,9.0,2.0,4.0,3.0,,,2.0,,2.0,,,,8.0,5.0,21.0,45.0,342.0,271.0,40.7,15.0,18.0,11.0,3.0,32.0,32.0,8.0,9.0,,,10.0,8.0,115.0,5.0,,,1.0,,48.0,46.0,18.0,15.0,4.0,4.0,,10.0,7.0,0.0,0.0,,,3.0,
2444590,13,2024-11-30 15:00:00,"Gtech Community Stadium, Brentford",17084,Home,Brentford,Leicester,4,1,W,3,1,0,0,4.0,13.0,6.0,3.0,4.0,,,3.0,4.0,,,,3.0,10.0,8.0,42.0,74.0,576.0,489.0,59.9,30.0,20.0,8.0,9.0,27.0,27.0,7.0,3.0,1.0,1.0,7.0,8.0,135.0,2.0,1.0,,,,65.0,47.0,19.0,17.0,5.0,5.0,,9.0,10.0,0.0,0.0,,,1.0,
2444602,14,2024-12-04 20:15:00,"Villa Park, Birmingham",37890,Away,Brentford,Aston Villa,1,3,L,0,3,0,0,1.0,9.0,1.0,4.0,4.0,,,,1.0,,,,,7.0,4.0,37.0,48.0,402.0,342.0,50.8,25.0,14.0,7.0,8.0,19.0,19.0,5.0,4.0,1.0,,9.0,8.0,113.0,7.0,3.0,,,,46.0,51.0,17.0,12.0,5.0,5.0,,15.0,11.0,0.0,0.0,,,1.0,
2444611,15,2024-12-07 15:00:00,"Gtech Community Stadium, Brentford",17078,Home,Brentford,Newcastle,4,2,W,2,2,0,0,4.0,11.0,8.0,2.0,1.0,,,2.0,2.0,1.0,,,3.0,8.0,6.0,28.0,65.0,395.0,317.0,43.8,26.0,24.0,15.0,4.0,29.0,29.0,7.0,2.0,1.0,,14.0,5.0,127.0,2.0,2.0,,,,49.0,45.0,11.0,9.0,3.0,3.0,2.0,10.0,6.0,0.0,0.0,,,3.0,
2444623,16,2024-12-15 19:00:00,"Stamford Bridge, London",39751,Away,Brentford,Chelsea,1,2,L,0,1,0,1,1.0,9.0,4.0,3.0,2.0,,,4.0,1.0,3.0,1.0,,1.0,7.0,5.0,33.0,46.0,327.0,250.0,38.3,17.0,17.0,12.0,6.0,37.0,37.0,9.0,8.0,1.0,,5.0,8.0,130.0,6.0,2.0,,,,49.0,47.0,19.0,20.0,5.0,5.0,,7.0,9.0,0.0,0.0,,,3.0,
2444631,17,2024-12-21 15:00:00,"Gtech Community Stadium, Brentford",17115,Home,Brentford,Nott'm Forest,0,2,L,0,1,0,0,,7.0,3.0,2.0,2.0,,,1.0,,1.0,,,,4.0,3.0,52.0,72.0,532.0,452.0,64.4,37.0,17.0,11.0,13.0,18.0,18.0,2.0,1.0,,1.0,4.0,10.0,158.0,4.0,2.0,,,,59.0,54.0,17.0,20.0,9.0,9.0,,10.0,14.0,0.0,0.0,,,1.0,107023.34
2444642,18,2024-12-27 19:30:00,"American Express Stadium, Falmer",31548,Away,Brentford,Brighton,0,0,D,0,0,0,0,,8.0,3.0,2.0,3.0,,,1.0,,1.0,,,,7.0,5.0,16.0,41.0,357.0,267.0,41.9,17.0,18.0,12.0,11.0,32.0,32.0,6.0,5.0,1.0,,8.0,6.0,135.0,8.0,,,1.0,,41.0,56.0,11.0,19.0,3.0,3.0,,12.0,6.0,0.0,0.0,,,5.0,
2444651,19,2025-01-01 17:30:00,"Gtech Community Stadium, Brentford",17190,Home,Brentford,Arsenal,1,3,L,1,1,0,0,1.0,5.0,2.0,2.0,1.0,,,,,,,,1.0,3.0,2.0,26.0,56.0,485.0,399.0,50.5,10.0,10.0,7.0,6.0,27.0,27.0,4.0,6.0,,,8.0,9.0,126.0,1.0,3.0,,,,34.0,48.0,12.0,19.0,4.0,4.0,,6.0,8.0,0.0,0.0,,,,
2444667,20,2025-01-04 15:00:00,"St. Mary's Stadium, Southampton",31001,Away,Brentford,Southampton,5,0,W,1,0,0,0,5.0,20.0,11.0,7.0,2.0,,,7.0,5.0,6.0,1.0,,3.0,16.0,9.0,35.0,55.0,458.0,393.0,49.4,37.0,20.0,11.0,5.0,17.0,17.0,4.0,2.0,,,12.0,8.0,100.0,1.0,,,1.0,,49.0,49.0,15.0,18.0,2.0,2.0,1.0,4.0,9.0,0.0,0.0,1.0,1.0,2.0,
2444671,21,2025-01-14 19:30:00,"Gtech Community Stadium, Brentford",17048,Home,Brentford,Man City,2,2,D,0,0,0,0,2.0,18.0,6.0,9.0,3.0,,,4.0,1.0,3.0,,,2.0,17.0,8.0,27.0,53.0,415.0,335.0,44.7,41.0,10.0,6.0,9.0,20.0,20.0,6.0,2.0,1.0,,6.0,7.0,125.0,6.0,2.0,,,,34.0,39.0,16.0,17.0,4.0,4.0,1.0,4.0,4.0,0.0,0.0,,,4.0,
