matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,blockedPass,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
2367545,1,2023-08-13 14:00:00,"Gtech Community Stadium, Brentford",17066,Home,Brentford,Spurs,2,2,D,2,2,0,0,2.0,11.0,6.0,2.0,3.0,3.0,1.0,3.0,,1.0,8.0,5.0,25.0,33.0,306.0,235.0,30.4,27.0,17.0,9.0,8.0,34.0,34.0,10.0,5.0,,,16.0,12.0,115.0,4.0,2.0,,50.0,54.0,15.0,12.0,3.0,3.0,,12.0,13.0,0.0,0.0,1.0,1.0,1.0
2367550,2,2023-08-19 15:00:00,"Craven Cottage, London",24236,Away,Brentford,Fulham,3,0,W,1,0,0,1,3.0,17.0,8.0,7.0,2.0,2.0,3.0,2.0,,1.0,9.0,4.0,34.0,49.0,391.0,325.0,45.4,35.0,13.0,9.0,9.0,25.0,25.0,9.0,3.0,,,8.0,5.0,107.0,2.0,,1.0,46.0,42.0,12.0,12.0,5.0,5.0,5.0,12.0,13.0,0.0,0.0,1.0,1.0,4.0
2367560,3,2023-08-26 15:00:00,"Gtech Community Stadium, Brentford",16997,Home,Brentford,Crystal Palace,1,1,D,1,0,0,0,1.0,12.0,1.0,4.0,7.0,1.0,,1.0,,1.0,10.0,6.0,32.0,63.0,518.0,439.0,59.8,26.0,9.0,6.0,6.0,9.0,9.0,11.0,6.0,1.0,,17.0,9.0,137.0,4.0,1.0,,47.0,63.0,20.0,17.0,8.0,8.0,,9.0,15.0,0.0,0.0,,,2.0
2367569,4,2023-09-02 15:00:00,"Gtech Community Stadium, Brentford",16973,Home,Brentford,Bournemouth,2,2,D,1,1,0,0,2.0,21.0,7.0,11.0,3.0,4.0,1.0,4.0,3.0,1.0,14.0,7.0,39.0,53.0,484.0,402.0,61.1,45.0,22.0,15.0,6.0,16.0,16.0,7.0,2.0,,1.0,8.0,8.0,146.0,3.0,2.0,,60.0,51.0,23.0,15.0,5.0,5.0,2.0,6.0,12.0,0.0,0.0,,,1.0
2367583,5,2023-09-16 17:30:00,"St. James' Park, Newcastle",51670,Away,Brentford,Newcastle,0,1,L,0,0,0,0,,11.0,2.0,4.0,5.0,1.0,,1.0,,,10.0,7.0,26.0,62.0,367.0,265.0,43.7,24.0,30.0,19.0,9.0,28.0,28.0,9.0,2.0,,,14.0,8.0,145.0,1.0,1.0,,68.0,60.0,20.0,23.0,3.0,3.0,1.0,12.0,8.0,0.0,0.0,,,1.0
2367589,6,2023-09-23 17:30:00,"Gtech Community Stadium, Brentford",16981,Home,Brentford,Everton,1,3,L,1,1,0,0,1.0,12.0,2.0,6.0,4.0,2.0,,4.0,,1.0,6.0,4.0,20.0,61.0,588.0,483.0,57.4,18.0,20.0,15.0,7.0,16.0,16.0,10.0,1.0,1.0,1.0,4.0,6.0,148.0,3.0,3.0,,55.0,57.0,17.0,28.0,1.0,1.0,4.0,9.0,11.0,0.0,0.0,,,3.0
2367604,7,2023-10-01 14:00:00,"The City Ground, Nottingham",29004,Away,Brentford,Nott'm Forest,1,1,D,0,0,0,1,1.0,18.0,5.0,6.0,7.0,1.0,1.0,1.0,,1.0,13.0,10.0,48.0,64.0,578.0,491.0,59.1,39.0,11.0,7.0,10.0,10.0,10.0,9.0,1.0,,,9.0,10.0,149.0,,1.0,,47.0,51.0,25.0,16.0,11.0,11.0,2.0,10.0,6.0,0.0,0.0,,,1.0
2367615,8,2023-10-07 15:00:00,"Old Trafford, Manchester",73453,Away,Brentford,Man Utd,1,2,L,1,0,0,0,1.0,11.0,3.0,7.0,1.0,1.0,,1.0,,1.0,10.0,3.0,16.0,38.0,326.0,235.0,36.1,21.0,18.0,11.0,16.0,42.0,42.0,7.0,4.0,,,8.0,3.0,113.0,6.0,2.0,,42.0,41.0,10.0,13.0,5.0,5.0,,17.0,10.0,0.0,0.0,,,
2367620,9,2023-10-21 15:00:00,"Gtech Community Stadium, Brentford",17029,Home,Brentford,Burnley,3,0,W,1,0,0,1,3.0,23.0,10.0,8.0,5.0,4.0,1.0,4.0,,2.0,14.0,9.0,37.0,53.0,443.0,350.0,49.9,57.0,17.0,11.0,8.0,13.0,13.0,9.0,1.0,,,9.0,4.0,133.0,1.0,,1.0,55.0,43.0,16.0,14.0,5.0,5.0,1.0,14.0,12.0,0.0,0.0,,,2.0
2367632,10,2023-10-28 12:30:00,"Stamford Bridge, London",39575,Away,Brentford,Chelsea,2,0,W,0,0,0,0,2.0,7.0,5.0,1.0,1.0,4.0,2.0,3.0,,2.0,5.0,4.0,21.0,40.0,333.0,244.0,31.2,15.0,19.0,10.0,7.0,35.0,35.0,11.0,5.0,,,14.0,5.0,121.0,2.0,,1.0,53.0,45.0,12.0,13.0,1.0,1.0,,7.0,12.0,0.0,0.0,,,
