matchId,gameweek,kickoff,ground,attendance,venue,team,opponent,goalsFor,goalsAgainst,result,halfTimeFor,halfTimeAgainst,redCardsFor,redCardsAgainst,goals,totalScoringAtt,ontargetScoringAtt,shotOffTarget,blockedScoringAtt,bigChanceCreated,bigChanceScored,bigChanceMissed,hitWoodwork,goalAssist,totalAttAssist,ontargetAttAssist,penAreaEntries,finalThirdEntries,totalPass,accuratePass,possessionPercentage,touchesInOppBox,totalTackle,wonTackle,interception,totalClearance,effectiveClearance,outfielderBlock,errorLeadToShot,errorLeadToGoal,challengeLost,dispossessed,possLostAll,saves,goalsConceded,cleanSheet,duelWon,duelLost,aerialWon,aerialLost,cornerTaken,wonCorners,attSetpiece,fkFoulLost,fkFoulWon,yellowCard,redCard,penaltyWon,attPenGoal,totalOffside
442005,1,2012-08-18 15:00:00,"Select Car Leasing Stadium, Reading",23973,Home,Reading,Stoke,1,1,D,0,1,0,1,1.0,10.0,2.0,6.0,2.0,,1.0,,,,7.0,2.0,31.0,74.0,299.0,203.0,52.6,,13.0,10.0,6.0,57.0,29.0,4.0,1.0,1.0,3.0,9.0,186.0,,1.0,,55.0,77.0,22.0,46.0,4.0,4.0,,11.0,17.0,0.0,0.0,1.0,1.0,1.0
442016,2,2012-12-11 19:45:00,"Stadium of Light, Sunderland",37723,Away,Reading,Sunderland,0,3,L,0,2,0,0,,15.0,3.0,7.0,5.0,,,,,,10.0,4.0,25.0,87.0,386.0,263.0,50.7,,19.0,11.0,8.0,26.0,11.0,3.0,,,5.0,17.0,205.0,,3.0,,55.0,72.0,21.0,35.0,8.0,8.0,2.0,12.0,8.0,0.0,0.0,,,2.0
442019,3,2012-08-22 19:45:00,"Stamford Bridge, London",41733,Away,Reading,Chelsea,2,4,L,2,1,0,0,2.0,7.0,4.0,2.0,1.0,,,,,1.0,4.0,3.0,11.0,58.0,234.0,158.0,28.4,,10.0,8.0,20.0,38.0,22.0,6.0,,1.0,12.0,9.0,150.0,,4.0,,37.0,66.0,12.0,28.0,5.0,5.0,,14.0,12.0,0.0,0.0,,,
442036,4,2012-09-16 16:00:00,"Select Car Leasing Stadium, Reading",24160,Home,Reading,Spurs,1,3,L,0,1,0,0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,,,1.0,3.0,3.0,23.0,71.0,314.0,233.0,42.3,,18.0,13.0,13.0,20.0,10.0,4.0,1.0,,8.0,7.0,180.0,,3.0,,47.0,54.0,16.0,20.0,7.0,7.0,,5.0,10.0,0.0,0.0,,,1.0
442046,5,2012-09-22 15:00:00,"The Hawthorns, West Bromwich",23854,Away,Reading,West Brom,0,1,L,0,0,0,0,,10.0,1.0,6.0,3.0,,,,,,7.0,4.0,29.0,91.0,382.0,286.0,47.1,,14.0,10.0,14.0,33.0,18.0,1.0,,,5.0,10.0,170.0,,1.0,,53.0,45.0,20.0,22.0,1.0,1.0,1.0,7.0,14.0,0.0,0.0,,,1.0
442056,6,2012-09-29 15:00:00,"Select Car Leasing Stadium, Reading",24097,Home,Reading,Newcastle,2,2,D,0,0,0,0,2.0,16.0,5.0,9.0,2.0,,,,1.0,2.0,10.0,7.0,20.0,96.0,348.0,230.0,47.4,,21.0,15.0,15.0,30.0,19.0,3.0,,,11.0,12.0,206.0,,2.0,,65.0,82.0,29.0,41.0,6.0,6.0,1.0,8.0,9.0,0.0,0.0,,,3.0
442064,7,2012-10-06 15:00:00,"Swansea.com Stadium, Swansea",20336,Away,Reading,Swansea,2,2,D,2,0,0,0,2.0,9.0,5.0,2.0,2.0,,,,,1.0,5.0,3.0,20.0,67.0,224.0,131.0,28.5,,19.0,14.0,20.0,43.0,21.0,6.0,,,5.0,7.0,168.0,,2.0,,57.0,58.0,27.0,27.0,3.0,3.0,,11.0,9.0,0.0,0.0,,,5.0
442070,8,2012-10-20 15:00:00,"Anfield, Liverpool",44874,Away,Reading,Liverpool,0,1,L,0,1,0,0,,10.0,3.0,4.0,3.0,1.0,,1.0,,,6.0,3.0,13.0,80.0,366.0,247.0,43.2,,22.0,14.0,21.0,22.0,15.0,8.0,1.0,,11.0,12.0,186.0,,1.0,,56.0,59.0,15.0,20.0,5.0,5.0,,6.0,13.0,0.0,0.0,,,3.0
442085,9,2012-10-27 15:00:00,"Select Car Leasing Stadium, Reading",24093,Home,Reading,Fulham,3,3,D,1,0,0,0,3.0,15.0,8.0,6.0,1.0,2.0,2.0,2.0,,2.0,11.0,6.0,23.0,68.0,288.0,198.0,34.1,,11.0,6.0,17.0,30.0,22.0,5.0,,,4.0,8.0,156.0,,3.0,,40.0,53.0,11.0,28.0,6.0,6.0,4.0,6.0,16.0,0.0,0.0,,,1.0
442093,10,2012-11-04 13:30:00,"MATRADE Loftus Road, London",16797,Away,Reading,QPR,1,1,D,1,0,0,0,1.0,19.0,3.0,11.0,5.0,,,,1.0,,15.0,7.0,19.0,78.0,279.0,186.0,43.9,,15.0,13.0,16.0,44.0,29.0,5.0,,1.0,13.0,5.0,183.0,,1.0,,57.0,79.0,21.0,26.0,8.0,8.0,2.0,17.0,11.0,0.0,0.0,,,4.0
442105,11,2012-11-10 15:00:00,"Select Car Leasing Stadium, Reading",24080,Home,Reading,Norwich,0,0,D,0,0,0,0,,9.0,2.0,5.0,2.0,,,,1.0,,6.0,3.0,24.0,69.0,316.0,214.0,49.3,,11.0,11.0,16.0,31.0,15.0,2.0,2.0,,,7.0,203.0,,,1.0,72.0,68.0,34.0,39.0,10.0,10.0,2.0,9.0,17.0,0.0,0.0,,,4.0
442116,12,2012-11-17 15:00:00,"Select Car Leasing Stadium, Reading",24184,Home,Reading,Everton,2,1,W,0,1,0,0,2.0,14.0,3.0,10.0,1.0,1.0,1.0,1.0,,1.0,10.0,2.0,18.0,70.0,247.0,172.0,39.6,,14.0,11.0,13.0,33.0,17.0,5.0,1.0,1.0,1.0,14.0,152.0,,1.0,,46.0,42.0,16.0,17.0,7.0,7.0,2.0,12.0,12.0,0.0,0.0,1.0,1.0,2.0
442128,13,2012-11-24 15:00:00,"DW Stadium, Wigan",15436,Away,Reading,Wigan,2,3,L,1,0,0,0,2.0,17.0,5.0,6.0,6.0,1.0,,1.0,,1.0,14.0,8.0,18.0,57.0,226.0,152.0,33.3,,15.0,9.0,17.0,42.0,28.0,5.0,,1.0,7.0,13.0,150.0,,3.0,,54.0,51.0,18.0,14.0,5.0,5.0,5.0,11.0,15.0,0.0,0.0,,,1.0
442129,14,2012-11-27 20:00:00,"Villa Park, Birmingham",28692,Away,Reading,Aston Villa,0,1,L,0,0,0,0,,12.0,3.0,6.0,3.0,2.0,,2.0,,,10.0,5.0,30.0,77.0,292.0,193.0,44.8,,11.0,3.0,12.0,63.0,42.0,5.0,,,2.0,19.0,199.0,,1.0,,53.0,56.0,25.0,28.0,3.0,3.0,,6.0,11.0,0.0,0.0,,,3.0
442146,15,2012-12-01 17:30:00,"Select Car Leasing Stadium, Reading",24095,Home,Reading,Man Utd,3,4,L,3,4,0,0,3.0,12.0,7.0,4.0,1.0,2.0,2.0,,,2.0,10.0,6.0,16.0,79.0,397.0,308.0,41.7,,19.0,16.0,18.0,16.0,10.0,1.0,1.0,1.0,6.0,8.0,158.0,,4.0,,49.0,50.0,13.0,15.0,6.0,6.0,2.0,10.0,12.0,0.0,0.0,,,
442154,16,2012-12-08 15:00:00,"St. Mary's Stadium, Southampton",29331,Away,Reading,Southampton,0,1,L,0,0,0,0,,6.0,2.0,4.0,,,,,1.0,,5.0,2.0,10.0,65.0,231.0,151.0,34.9,,15.0,12.0,13.0,41.0,18.0,3.0,,,1.0,14.0,177.0,,1.0,,42.0,55.0,12.0,20.0,4.0,4.0,,13.0,11.0,0.0,0.0,,,4.0
442165,17,2012-12-17 20:00:00,"Select Car Leasing Stadium, Reading",24125,Home,Reading,Arsenal,2,5,L,0,3,0,0,2.0,9.0,3.0,2.0,4.0,2.0,2.0,,,2.0,7.0,5.0,26.0,44.0,348.0,257.0,32.9,19.0,12.0,8.0,12.0,26.0,17.0,7.0,,,14.0,15.0,132.0,7.0,5.0,,44.0,51.0,15.0,14.0,3.0,3.0,,7.0,4.0,0.0,0.0,,,5.0
442171,18,2012-12-22 15:00:00,"Etihad Stadium, Manchester",47007,Away,Reading,Man City,0,1,L,0,0,0,0,,5.0,1.0,4.0,,,,,,,5.0,1.0,17.0,51.0,235.0,166.0,26.7,,15.0,9.0,19.0,36.0,20.0,8.0,,,7.0,6.0,124.0,,1.0,,46.0,56.0,19.0,25.0,3.0,3.0,,16.0,11.0,0.0,0.0,,,1.0
442186,19,2012-12-26 15:00:00,"Select Car Leasing Stadium, Reading",24050,Home,Reading,Swansea,0,0,D,0,0,0,0,,3.0,1.0,1.0,1.0,,,1.0,,,2.0,1.0,21.0,54.0,220.0,141.0,28.0,,23.0,17.0,13.0,25.0,13.0,2.0,1.0,,6.0,12.0,143.0,,,1.0,56.0,43.0,18.0,10.0,6.0,6.0,1.0,17.0,15.0,0.0,0.0,,,2.0
442196,20,2012-12-29 15:00:00,"Select Car Leasing Stadium, Reading",24183,Home,Reading,West Ham,1,0,W,1,0,0,0,1.0,3.0,2.0,1.0,,1.0,1.0,1.0,1.0,,2.0,1.0,9.0,46.0,214.0,139.0,33.8,,18.0,11.0,11.0,52.0,31.0,1.0,,,1.0,19.0,161.0,,,1.0,51.0,68.0,20.0,27.0,2.0,2.0,,18.0,8.0,0.0,0.0,,,5.0
442205,21,2013-01-01 15:00:00,"White Hart Lane, London",36180,Away,Reading,Spurs,1,3,L,1,1,0,0,1.0,7.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,,4.0,3.0,8.0,59.0,281.0,198.0,32.0,,16.0,11.0,25.0,31.0,13.0,12.0,,,7.0,13.0,141.0,,3.0,,37.0,43.0,10.0,12.0,3.0,3.0,1.0,11.0,10.0,0.0,0.0,,,4.0
442216,22,2013-01-12 15:00:00,"Select Car Leasing Stadium, Reading",23495,Home,Reading,West Brom,3,2,W,0,1,0,0,3.0,8.0,7.0,,1.0,3.0,3.0,1.0,,2.0,6.0,6.0,38.0,88.0,447.0,342.0,57.5,,9.0,7.0,11.0,42.0,21.0,2.0,,,3.0,13.0,205.0,,2.0,,42.0,53.0,18.0,21.0,8.0,8.0,2.0,8.0,13.0,0.0,0.0,1.0,1.0,2.0
442222,23,2013-01-19 15:00:00,"St. James' Park, Newcastle",49411,Away,Reading,Newcastle,2,1,W,0,1,0,0,2.0,7.0,2.0,5.0,,1.0,,1.0,,2.0,5.0,2.0,15.0,85.0,369.0,255.0,44.4,,19.0,12.0,8.0,43.0,31.0,3.0,,,13.0,7.0,177.0,,1.0,,59.0,70.0,18.0,33.0,2.0,2.0,,10.0,10.0,0.0,0.0,,,1.0
442234,24,2013-01-30 20:00:00,"Select Car Leasing Stadium, Reading",24097,Home,Reading,Chelsea,2,2,D,0,1,0,0,2.0,5.0,2.0,3.0,,,,,,2.0,4.0,2.0,18.0,78.0,271.0,179.0,32.4,,16.0,15.0,15.0,50.0,32.0,3.0,,,1.0,12.0,164.0,,2.0,,56.0,39.0,18.0,16.0,,,2.0,8.0,19.0,0.0,0.0,,,4.0
442245,25,2013-02-02 15:00:00,"Select Car Leasing Stadium, Reading",23829,Home,Reading,Sunderland,2,1,W,1,1,0,0,2.0,11.0,3.0,7.0,1.0,1.0,1.0,,1.0,2.0,9.0,3.0,25.0,96.0,332.0,230.0,48.6,,12.0,11.0,10.0,42.0,26.0,2.0,,,2.0,20.0,198.0,,1.0,,59.0,66.0,28.0,28.0,6.0,6.0,2.0,13.0,15.0,0.0,0.0,,,
442255,26,2013-02-09 15:00:00,"bet365 Stadium, Stoke",26737,Away,Reading,Stoke,1,2,L,0,0,0,0,1.0,7.0,2.0,2.0,3.0,,,,,1.0,3.0,2.0,17.0,80.0,311.0,206.0,41.9,,11.0,10.0,9.0,56.0,27.0,3.0,,,5.0,16.0,207.0,,2.0,,66.0,93.0,42.0,65.0,3.0,3.0,1.0,5.0,9.0,0.0,0.0,,,2.0
442266,27,2013-02-23 15:00:00,"Select Car Leasing Stadium, Reading",22321,Home,Reading,Wigan,0,3,L,0,2,1,0,,7.0,,6.0,1.0,1.0,,1.0,,,5.0,1.0,15.0,69.0,270.0,174.0,29.9,,23.0,16.0,15.0,20.0,11.0,3.0,1.0,1.0,4.0,10.0,158.0,,3.0,,51.0,51.0,13.0,27.0,2.0,2.0,,9.0,11.0,0.0,0.0,,,1.0
442271,28,2013-03-02 15:00:00,"Goodison Park, Liverpool",35244,Away,Reading,Everton,1,3,L,0,1,0,0,1.0,14.0,5.0,7.0,2.0,1.0,1.0,,1.0,1.0,6.0,5.0,24.0,70.0,270.0,191.0,40.0,,19.0,15.0,20.0,33.0,19.0,6.0,,,4.0,14.0,171.0,,3.0,,51.0,60.0,19.0,32.0,10.0,10.0,1.0,8.0,8.0,0.0,0.0,,,4.0
