playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalTackles,savesMadeFromOutsideBox,totalShots,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,iboxTarget,timePlayed,shotsOnTargetInBox,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,putthroughBlockedDistribution,groundDuelsWon,successfulShortPasses,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,substituteOff,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,expectedGoals,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,substituteOn,keyPassesAttemptAssists,successfulCrossesOpenPlay,expectedGoalsFreekick,overruns,throughBalls,goalAssists,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,cornersTakenInclShortCorners,successfulCrossesAndCorners,successfulCornersIntoBox,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,freekickTotal,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,attemptsFromSetPieces,interceptions,unsuccessfulCornersIntoBox,backwardPasses,throwInsToOwnPlayer,hitWoodwork,blockedShots,goals,awayGoals,oboxBlocked,shotsBlockedInBox,leftFootGoals,handballsConceded,shotsOnTargetOutsideBox,homeGoals,oboxTarget,iboxBlocked,shotsBlockedOutsideBox,penaltiesConceded,ownGoalScored,headedGoals,clearancesOffTheLine,rightFootGoals,unsuccessfulLayoffs,secondGoalAssists,foulWonPenalty,redCards2ndYellow,penaltiesTaken,penaltyGoals
98747,Nick Pope,Goalkeeper,Newcastle United,England,2025-26,1.0,0.0195,0.0,29.0,1.0,0.3423,1.0,26.0,1.0,2.0,27.0,27.0,242.0,610.0,199.0,2.0,15.0,7.0,2.0,1.0,2417.0,1.0,1.0,17.0,8.0,1.0,2.0,272.0,2.0,12.0,2.0,34.504,29.0,35.0,38.0,1.0,108.0,89.0,2.0,0.0,18.0,5.0,369.0,255.0,27.0,6.0,1.0,63.0,30.0,3.0,15.0,0.0,306.0,328.0,253.0,1.0,97.0,33.0,133.0,1.0,96.0,989.0,1.0,136.0,305.0,1.0,62.0,0.162,2.0,240.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19236,John Ruddy,Goalkeeper,Newcastle United,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81441,Mark Gillespie,Goalkeeper,Newcastle United,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225321,Aaron Ramsdale,Goalkeeper,Newcastle United,England,2025-26,2.0,0.0177,0.0,11.0,,,,9.0,,3.0,12.0,11.0,133.0,400.0,84.0,1.0,7.0,1.0,3.0,,1003.0,,2.0,6.0,1.0,1.0,1.0,212.0,,6.0,3.0,16.5477,18.0,10.0,17.0,,82.0,25.0,1.0,0.0,8.0,1.0,210.0,89.0,12.0,1.0,,44.0,16.0,1.0,5.0,0.0,96.0,269.0,135.0,,46.0,12.0,108.0,,55.0,507.0,,67.0,223.0,,16.0,,2.0,130.0,13.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577980,Aidan Harris,Goalkeeper,Newcastle United U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606796,Adam Harrison,Goalkeeper,Newcastle United U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77794,Kieran Trippier,Defender,Newcastle United,England,2025-26,86.0,2.0119,0.0,,,,26.0,,2.0,125.0,21.0,18.0,200.0,1061.0,,,48.0,4.0,,,1592.0,,24.0,72.0,4.0,30.0,48.0,812.0,6.0,,2.0,24.729,8.0,48.0,27.0,62.0,47.0,,19.0,0.0,158.0,,463.0,73.0,21.0,,,508.0,23.0,110.0,24.0,0.0,,1009.0,304.0,14.0,,,402.0,22.0,49.0,1482.0,7.0,27.0,387.0,16.0,,0.0823,3.0,75.0,45.0,3.0,27.0,10.0,0.0823,1.0,2.0,1.0,4.0,35.0,1.0,48.0,34.0,20.0,14.0,16.0,12.0,6.0,66.0,12.0,2.0,2.0,11.0,4.0,1.0,2.0,10.0,23.0,149.0,130.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
487838,Lewis Hall,Defender,Newcastle United U21,England,2025-26,133.0,2.7544,0.0,,6.0,0.8794,54.0,,14.0,121.0,30.0,24.0,186.0,1261.0,,,58.0,3.0,,2.0,2179.0,2.0,32.0,158.0,5.0,53.0,132.0,1028.0,50.0,,5.0,34.3458,3.0,77.0,39.0,101.0,385.0,,41.0,0.0,291.0,,463.0,134.0,30.0,,,622.0,34.0,233.0,26.0,0.0,,1225.0,406.0,31.0,,,157.0,17.0,47.0,2021.0,5.0,25.0,473.0,10.0,,1.0094,4.0,65.0,56.0,6.0,24.0,11.0,0.1536,3.0,3.0,1.0,4.0,50.0,,41.0,20.0,5.0,20.0,21.0,23.0,31.0,82.0,69.0,4.0,8.0,22.0,37.0,14.0,4.0,28.0,29.0,256.0,168.0,2.0,11.0,1.0,1.0,7.0,4.0,1.0,1.0,3.0,0.0,3.0,4.0,7.0,,,,,,,,,,,
220237,Sven Botman,Defender,Newcastle United U21,Netherlands,2025-26,68.0,0.8815,0.0,,4.0,1.006,22.0,,11.0,91.0,25.0,21.0,153.0,1190.0,7.0,,135.0,4.0,,3.0,1838.0,3.0,48.0,131.0,6.0,17.0,44.0,990.0,42.0,,3.0,25.905,10.0,141.0,27.0,20.0,425.0,,19.0,0.0,199.0,,456.0,88.0,25.0,,1.0,260.0,21.0,64.0,87.0,0.0,6.0,1152.0,174.0,14.0,1.0,,266.0,13.0,47.0,1521.0,4.0,35.0,777.0,4.0,,1.7385,2.0,62.0,72.0,4.0,7.0,,,,,1.0,,2.0,1.0,,,,,9.0,8.0,,2.0,5.0,,7.0,1.0,4.0,26.0,,27.0,,43.0,2.0,1.0,4.0,1.0,0.0,1.0,3.0,,1.0,,1.0,,3.0,1.0,1.0,1.0,1.0,,,,,,,,
119471,Fabian Schär,Defender,Newcastle United,Switzerland,2025-26,48.0,0.6134,0.0,,4.0,0.5836,14.0,,13.0,41.0,16.0,11.0,124.0,796.0,4.0,,73.0,4.0,,2.0,1091.0,2.0,27.0,66.0,3.0,8.0,20.0,601.0,19.0,,2.0,11.6283,8.0,71.0,13.0,21.0,198.0,,6.0,0.0,114.0,,327.0,43.0,16.0,,,241.0,10.0,41.0,46.0,0.0,4.0,772.0,138.0,10.0,,,231.0,15.0,71.0,975.0,2.0,35.0,432.0,4.0,,0.9829,1.0,83.0,28.0,5.0,4.0,1.0,0.1313,,1.0,,,3.0,1.0,,1.0,,,5.0,4.0,1.0,3.0,2.0,2.0,9.0,6.0,,12.0,2.0,18.0,,40.0,4.0,1.0,4.0,,,2.0,2.0,,1.0,2.0,,2.0,2.0,2.0,,,,1.0,,,,,,,
